pathogen,travel,culture,startyear,endyear,yearn,count_median,,,,,,,inc,Est IR,IRR,.value_median,ref_value_median,ref_count_median,population_median,ref_pop_median,pinc_median,pinc_LL,pinc_UL,ref.est.ir_median,ref.est.ir_LL,ref.est.ir_UL,ref.ir_median,rr_median,rr_LL,rr_UL,pct.change_median,pct.change_LL,pct.change_UL
STEC O157,Excluded,CxCIDT,2016,2018,2023,245,,,,,,,0.48,"0.49 (0.43, 0.57)","0.64 (0.55, 0.75)",251.9394243,383.1244849,404.3333333,51000988,49658365,0.49,0.43,0.57,0.77,0.72,0.83,0.814230056,0.64,0.55,0.75,-35.88,-45.36,-24.76
JAVIANA,Excluded,CxCIDT,2016,2018,2023,235,,,,,,,0.46,"0.56 (0.44, 0.73)","0.65 (0.49, 0.86)",286.2964903,431.8688481,453.6666667,51000988,49658365,0.56,0.44,0.73,0.87,0.77,0.99,0.913575521,0.65,0.49,0.86,-35.315,-51.35,-13.89125
VIBRIO,Excluded,CxCIDT,2016,2018,2023,389,,,,,,,0.76,"0.82 (0.69, 0.99)","1.57 (1.28, 1.92)",418.1730797,260.1482696,292.3333333,51000988,49658365,0.82,0.69,0.99,0.52,0.48,0.58,0.588689002,1.57,1.28,1.92,56.68,27.95375,92.36
CYCLOSPORA,Excluded,CxCIDT,2016,2018,2023,298,,,,,,,0.58,"0.94 (0.56, 2.16)","4.04 (2.13, 9.9)",481.1956034,115.7115554,123.6666667,51000988,49658365,0.94,0.56,2.16,0.23,0.18,0.33,0.249034914,4.04,2.13,9.89875,304.055,113.1475,889.545
NEWPORT,Excluded,CxCIDT,2016,2018,2023,431,,,,,,,0.85,"0.95 (0.77, 1.19)","0.81 (0.64, 1.03)",482.9612025,583.2627762,611,51000988,49658365,0.95,0.77,1.19,1.17,1.06,1.31,1.230407002,0.81,0.64,1.03,-19.315,-36.32625,2.56
TYPHIMURIUM,Excluded,CxCIDT,2016,2018,2023,416,,,,,,,0.82,"0.96 (0.85, 1.11)","0.83 (0.72, 0.98)",491.2741472,573.0993531,603,51000988,49658365,0.96,0.85,1.11,1.15,1.08,1.23,1.214296927,0.83,0.72,0.98,-16.53,-27.9,-2.15
STEC NONO157,Excluded,CxCIDT,2016,2018,2023,759,,,,,,,1.49,"1.47 (1.29, 1.69)","0.96 (0.82, 1.12)",750.3269323,764.4135843,775.3333333,51000988,49658365,1.47,1.29,1.69,1.54,1.43,1.66,1.561334799,0.96,0.82,1.12,-4.38,-18.12,12.27875
ENTERITIDIS,Excluded,CxCIDT,2016,2018,2023,995,,,,,,,1.95,"1.79 (1.6, 2)","1.03 (0.91, 1.17)",911.5401907,860.5114482,876.6666667,51000988,49658365,1.79,1.6,2,1.73,1.63,1.84,1.765395753,1.03,0.91,1.17,3.08,-9.32,17.46
YERSINIA,Excluded,CxCIDT,2016,2018,2023,1016,,,,,,,1.99,"1.82 (1.56, 2.15)","3.17 (2.62, 3.88)",926.9112882,284.4050774,321,51000988,49658365,1.82,1.56,2.15,0.57,0.52,0.64,0.646416772,3.17,2.62,3.88,217.46,162.315,287.85875
SHIGELLA,Excluded,CxCIDT,2016,2018,2023,1757,,,,,,,3.45,"3.16 (2.52, 4.11)","0.95 (0.71, 1.27)",1610.776545,1658.571831,1712.666667,51000988,49658365,3.16,2.52,4.11,3.34,2.89,3.95,3.448898623,0.945,0.71,1.27,-5.5,-28.66875,26.9475
STEC,Excluded,CxCIDT,2016,2018,2023,2205,,,,,,,4.32,"4.28 (3.9, 4.71)","1.18 (1.05, 1.33)",2181.912395,1802.894273,1958.333333,51000988,49658365,4.28,3.9,4.71,3.63,3.41,3.85,3.943612186,1.18,1.05,1.33,17.93,5.25,32.51
SALMONELLA,Excluded,CxCIDT,2016,2018,2023,5700,,,,,,,11.18,"11.01 (10.24, 11.88)","0.94 (0.86, 1.02)",5614.464017,5826.070894,6113,51000988,49658365,11.01,10.24,11.88,11.73,11.25,12.3,12.3101113,0.94,0.86,1.02,-6.14,-13.95,2.29
CAMPYLOBACTER,Excluded,CxCIDT,2016,2018,2023,7608,,,,,,,14.92,"14.17 (13.07, 15.43)","1.16 (1.06, 1.28)",7224.696881,6055.006113,6272,51000988,49658365,14.17,13.07,15.43,12.19,11.63,12.78,12.63029904,1.16,1.06,1.28,16.21,6.01,28.02
BRAENDERUP,Excluded,CxCIDT,2020,2022,2023,116,,,,,,,0.23,"0.21 (0.17, 0.27)","1.06 (0.93, 1.24)",109.275819,102.5638186,82,51000988,50884081.67,0.214262161,0.172281406,0.272396442,0.201563662,0.174288318,0.235105489,0.161150594,1.06,0.93,1.24,6.27,-7.14875,23.65875
MUENCHEN,Excluded,CxCIDT,2020,2022,2023,103,,,,,,,0.2,"0.22 (0.18, 0.26)","1 (0.88, 1.14)",110.180777,110.2835763,107.3333333,51000988,50884081.67,0.216036554,0.179322249,0.263420019,0.216734925,0.191709449,0.247695885,0.210936957,1,0.88,1.14,-0.37,-12.07625,13.58
MISSISSIPPI,Excluded,CxCIDT,2020,2022,2023,103,,,,,,,0.2,"0.22 (0.16, 0.32)","1.02 (0.72, 1.49)",110.4608497,108.701548,107.6666667,51000988,50884081.67,0.216585706,0.159811198,0.323884501,0.213625842,0.174736394,0.257998024,0.21159204,1.02,0.72,1.49,2.34,-27.87875,48.755
SAINTPAUL,Excluded,CxCIDT,2020,2022,2023,104,,,,,,,0.2,"0.23 (0.18, 0.32)","1.01 (0.85, 1.22)",118.870988,117.9037711,103.3333333,51000988,50884081.67,0.233075853,0.17867402,0.315321221,0.231710522,0.194945934,0.279700117,0.203075952,1.01,0.85,1.22,0.53,-15.30625,22.02
LISTERIA,Excluded,CxCIDT,2020,2022,2023,138,,,,,,,0.27,"0.26 (0.22, 0.31)","1.1 (0.98, 1.25)",131.7276839,119.4060767,111.3333333,51000988,50884081.67,0.258284573,0.21958869,0.305959435,0.23466293,0.211054343,0.261368592,0.218797961,1.1,0.98,1.25,9.93,-2.08,25.1
INFANTIS,Excluded,CxCIDT,2020,2022,2023,140,,,,,,,0.27,"0.32 (0.26, 0.4)","0.99 (0.85, 1.15)",164.0806185,164.9323203,150.6666667,51000988,50884081.67,0.32172047,0.263494198,0.396737263,0.324133432,0.28867757,0.367203582,0.29609784,0.99,0.85,1.15,-0.64,-14.94,14.56875
"I 4,[5],12:i:-",Excluded,CxCIDT,2020,2022,2023,201,,,,,,,0.39,"0.43 (0.35, 0.52)","0.86 (0.75, 0.98)",216.926523,251.7370561,225.3333333,51000988,50884081.67,0.425337884,0.353021885,0.516724914,0.494726539,0.442226202,0.558559545,0.442836592,0.86,0.75,0.98,-14.005,-24.85,-1.77125
STEC O157,Excluded,CxCIDT,2020,2022,2023,245,,,,,,,0.48,"0.49 (0.43, 0.57)","0.87 (0.79, 0.97)",251.9394243,287.7563276,261,51000988,50884081.67,0.493989301,0.429996888,0.571386944,0.565513454,0.517745218,0.620133167,0.51293055,0.87,0.79,0.97,-12.68,-20.79875,-3.3925
JAVIANA,Excluded,CxCIDT,2020,2022,2023,235,,,,,,,0.46,"0.56 (0.44, 0.73)","0.83 (0.68, 0.99)",286.2964903,344.4418492,335.3333333,51000988,50884081.67,0.561354792,0.442646242,0.72781946,0.67691474,0.592386916,0.785922436,0.659014219,0.83,0.68,0.99,-16.57,-32.1175,-0.93125
VIBRIO,Excluded,CxCIDT,2020,2022,2023,389,,,,,,,0.76,"0.82 (0.69, 0.99)","1.16 (1.03, 1.31)",418.1730797,360.9990319,314,51000988,50884081.67,0.819931331,0.69074786,0.98741534,0.709453762,0.635863852,0.798491153,0.617088861,1.16,1.03,1.31,15.64,2.63125,30.6
CYCLOSPORA,Excluded,CxCIDT,2020,2022,2023,298,,,,,,,0.58,"0.94 (0.56, 2.16)","1.33 (0.86, 2.26)",481.1956034,365.3720152,247.6666667,51000988,50884081.67,0.943502513,0.562960148,2.163060946,0.718047773,0.521647414,1.125688678,0.486727201,1.33,0.86,2.26,33.065,-13.71625,125.98625
NEWPORT,Excluded,CxCIDT,2020,2022,2023,431,,,,,,,0.85,"0.95 (0.77, 1.19)","0.91 (0.79, 1.06)",482.9612025,529.5848489,524,51000988,50884081.67,0.946964405,0.773992464,1.186858052,1.040767233,0.921697048,1.191437885,1.029791602,0.91,0.79,1.06,-8.97,-21.48875,6.18
TYPHIMURIUM,Excluded,CxCIDT,2020,2022,2023,416,,,,,,,0.82,"0.96 (0.85, 1.11)","0.99 (0.9, 1.11)",491.2741472,494.6415622,485.3333333,51000988,50884081.67,0.963263981,0.84684245,1.109692725,0.972094899,0.903203741,1.049833109,0.953801891,0.99,0.9,1.11,-1.03,-10.42875,11.45875
STEC NONO157,Excluded,CxCIDT,2020,2022,2023,759,,,,,,,1.49,"1.47 (1.29, 1.69)","1.01 (0.9, 1.14)",750.3269323,738.1838654,654.3333333,51000988,50884081.67,1.471200778,1.288178132,1.689483243,1.45071669,1.340506998,1.576662107,1.285929336,1.01,0.9,1.14,1.44,-10.13875,14.18875
ENTERITIDIS,Excluded,CxCIDT,2020,2022,2023,995,,,,,,,1.95,"1.79 (1.6, 2)","1.16 (1.05, 1.3)",911.5401907,781.3352915,689,51000988,50884081.67,1.787299083,1.601192957,2.003332776,1.53552008,1.432286939,1.652636701,1.354058042,1.16,1.05,1.3,16.3,4.56125,30.4175
YERSINIA,Excluded,CxCIDT,2020,2022,2023,1016,,,,,,,1.99,"1.82 (1.56, 2.15)","1.55 (1.37, 1.78)",926.9112882,596.4306136,507.6666667,51000988,50884081.67,1.817437906,1.556598787,2.154242298,1.172135949,1.06305332,1.303548431,0.9976925,1.55,1.37,1.78,54.935,36.85,78.43875
SHIGELLA,Excluded,CxCIDT,2020,2022,2023,1757,,,,,,,3.45,"3.16 (2.52, 4.11)","1.08 (0.92, 1.32)",1610.776545,1480.032065,1176,51000988,50884081.67,3.158324197,2.520456784,4.108893153,2.908634717,2.497140938,3.458332088,2.311135352,1.08,0.92,1.32,8.28,-7.98,31.89875
STEC,Excluded,CxCIDT,2020,2022,2023,2205,,,,,,,4.32,"4.28 (3.9, 4.71)","1.1 (1.01, 1.19)",2181.912395,1987.252573,1785,51000988,50884081.67,4.278176718,3.89715815,4.71242808,3.905450404,3.680138074,4.164951577,3.507973302,1.1,1.01,1.19,9.54,1.16,18.78
SALMONELLA,Excluded,CxCIDT,2020,2022,2023,5700,,,,,,,11.18,"11.01 (10.24, 11.88)","1 (0.94, 1.07)",5614.464017,5622.184939,5259.666667,51000988,50884081.67,11.00853971,10.24428613,11.88083826,11.04900542,10.54549335,11.59100964,10.33656596,1,0.94,1.07,-0.41,-6.25,6.58875
CAMPYLOBACTER,Excluded,CxCIDT,2020,2022,2023,7608,,,,,,,14.92,"14.17 (13.07, 15.43)","1.15 (1.06, 1.25)",7224.696881,6277.569474,5780.333333,51000988,50884081.67,14.16579789,13.06700446,15.42628643,12.33700063,11.73831495,12.99182613,11.35980673,1.15,1.06,1.25,14.77,6.29,24.79875
MUENCHEN,Travel Included,CxCIDT,2004,2006,2023,134,,,,,,,0.26,"0.27 (0.22, 0.37)","0.72 (0.54, 0.99)",139.8084473,170.1334081,154.6666667,51000988,44811720.67,0.2741289,0.218440133,0.365273579,0.379662744,0.328010504,0.450578769,0.345147797,0.72,0.54,0.99,-27.77,-45.9075,-0.595
LISTERIA,Travel Included,CxCIDT,2004,2006,2023,163,,,,,,,0.32,"0.3 (0.26, 0.34)","1.07 (0.91, 1.24)",152.6460882,125.9874407,124.6666667,51000988,44811720.67,0.299300257,0.261975401,0.342951916,0.281148411,0.260467971,0.303079253,0.278201026,1.07,0.91,1.24,6.54,-8.7675,24.24875
BRAENDERUP,Travel Included,CxCIDT,2004,2006,2023,165,,,,,,,0.32,"0.31 (0.26, 0.39)","1.44 (1.13, 1.85)",158.7798519,96.69248823,102,51000988,44811720.67,0.311327012,0.256408627,0.386361936,0.215774995,0.19020862,0.249524834,0.227619021,1.44,1.13,1.85,44.12,12.74125,84.8975
ORANIENBURG,Travel Included,CxCIDT,2004,2006,2023,132,,,,,,,0.26,"0.33 (0.28, 0.4)","1.52 (1.23, 1.89)",167.1716245,97.04380583,87.66666667,51000988,44811720.67,0.327781149,0.275316938,0.399863368,0.216558981,0.195468778,0.240438944,0.195633342,1.52,1.23,1.89,51.61,23.31125,89.0225
SAINTPAUL,Travel Included,CxCIDT,2004,2006,2023,147,,,,,,,0.29,"0.33 (0.27, 0.42)","1.02 (0.79, 1.35)",167.8748582,144.0945294,122.3333333,51000988,44811720.67,0.329160012,0.265049142,0.420119007,0.321555449,0.285582613,0.366122791,0.272994055,1.02,0.79,1.35,2.34,-20.79875,34.92
INFANTIS,Travel Included,CxCIDT,2004,2006,2023,190,,,,,,,0.37,"0.44 (0.37, 0.53)","2.14 (1.74, 2.65)",224.8904673,92.53555107,89.33333333,51000988,44811720.67,0.440953158,0.370530579,0.529918295,0.206498545,0.183016564,0.231595259,0.199352607,2.14,1.74,2.64875,113.77,74.38625,164.5325
"I 4,[5],12:i:-",Travel Included,CxCIDT,2004,2006,2023,279,,,,,,,0.55,"0.56 (0.47, 0.68)","1.14 (0.93, 1.42)",286.0909161,220.3378562,238.3333333,51000988,44811720.67,0.560951714,0.471806747,0.678519032,0.491696933,0.440782425,0.548328323,0.531854903,1.14,0.93,1.42,14.19,-7.09,41.9275
STEC O157,Travel Included,CxCIDT,2004,2006,2023,298,,,,,,,0.58,"0.61 (0.53, 0.69)","0.5 (0.43, 0.58)",309.7838624,546.8497118,488.3333333,51000988,44811720.67,0.607407571,0.533135028,0.689161792,1.220327414,1.131205052,1.308812759,1.089744661,0.5,0.43,0.58,-50.2,-56.95,-42.3525
JAVIANA,Travel Included,CxCIDT,2004,2006,2023,324,,,,,,,0.64,"0.73 (0.58, 0.97)","0.87 (0.65, 1.21)",369.8709769,372.5440346,351,51000988,44811720.67,0.72522316,0.576552622,0.965454011,0.831354005,0.701931115,1.005494437,0.78327722,0.87,0.65,1.21,-12.79,-34.8575,20.80875
VIBRIO,Travel Included,CxCIDT,2004,2006,2023,567,,,,,,,1.11,"1.15 (1.01, 1.31)","4.19 (3.58, 4.92)",584.5307046,122.5979689,133.3333333,51000988,44811720.67,1.146116433,1.00925726,1.305618713,0.273584605,0.251636092,0.298393682,0.297541204,4.19,3.58,4.91875,319.255,257.81,391.66375
TYPHIMURIUM,Travel Included,CxCIDT,2004,2006,2023,541,,,,,,,1.06,"1.21 (1.09, 1.35)","0.46 (0.41, 0.52)",615.3027188,1173.841331,1178.666667,51000988,44811720.67,1.206452547,1.091948374,1.345195851,2.619496224,2.489768565,2.757188362,2.630264246,0.46,0.41,0.52,-53.93,-58.81875,-48.11
NEWPORT,Travel Included,CxCIDT,2004,2006,2023,566,,,,,,,1.11,"1.26 (1.02, 1.64)","0.83 (0.64, 1.11)",642.347477,680.3356077,573,51000988,44811720.67,1.259480457,1.022228145,1.636265998,1.51820907,1.319076574,1.776681204,1.278683325,0.83,0.64,1.11,-17.15,-35.58625,10.86
CYCLOSPORA,Travel Included,CxCIDT,2004,2006,2023,523,,,,,,,1.03,"1.56 (1, 2.97)","23.82 (13.59, 48.38)",795.3901966,29.46852643,41,51000988,44811720.67,1.559558408,0.995372736,2.974198681,0.065760756,0.049032433,0.091129722,0.09149392,23.82,13.59,48.38,2282.135,1259.28625,4737.905
STEC NONO157,Travel Included,CxCIDT,2004,2006,2023,1112,,,,,,,2.18,"2.11 (1.83, 2.46)","6.98 (5.81, 8.44)",1074.154254,135.3752837,137.6666667,51000988,44811720.67,2.10614401,1.82884799,2.46418806,0.302097937,0.268857022,0.340585674,0.307211293,6.98,5.81,8.44,597.87,481.10625,744.235
YERSINIA,Travel Included,CxCIDT,2004,2006,2023,1437,,,,,,,2.82,"2.59 (2.28, 2.97)","7.05 (6.04, 8.32)",1321.482153,164.7442276,167,51000988,44811720.67,2.591091281,2.278459294,2.969089198,0.367636469,0.335341465,0.403015394,0.372670358,7.05,6.04,8.32,604.92,504.1275,731.75625
ENTERITIDIS,Travel Included,CxCIDT,2004,2006,2023,1597,,,,,,,3.13,"2.72 (2.47, 3)","1.17 (1.04, 1.32)",1384.980779,1039.021578,1028.333333,51000988,44811720.67,2.715595979,2.465996433,3.002258535,2.318637986,2.18392842,2.458774556,2.294786538,1.17,1.04,1.32,17.12,4.34125,32.26875
SHIGELLA,Travel Included,CxCIDT,2004,2006,2023,3186,,,,,,,6.25,"5.44 (4.49, 6.69)","0.92 (0.73, 1.18)",2774.083956,2646.656624,2369.333333,51000988,44811720.67,5.439274932,4.489027726,6.685350682,5.906170495,5.245577308,6.748881175,5.2873072,0.92,0.73,1.18,-7.89,-27.29,17.78
STEC,Travel Included,CxCIDT,2004,2006,2023,3350,,,,,,,6.57,"6.29 (5.62, 7.07)","4.12 (3.6, 4.73)",3209.52898,684.4798032,650,51000988,44811720.67,6.293072166,5.624920005,7.074705959,1.527457087,1.419703744,1.645568552,1.450513371,4.12,3.6,4.73,311.8,260.36875,372.96875
SALMONELLA,Travel Included,CxCIDT,2004,2006,2023,8454,,,,,,,16.58,"15.79 (14.89, 16.75)","1.04 (0.97, 1.11)",8053.867911,6806.820516,6563.666667,51000988,44811720.67,15.79159194,14.88742124,16.75365628,15.1898218,14.65519634,15.74200786,14.64720963,1.04,0.97,1.11,3.96,-2.86,11.37875
CAMPYLOBACTER,Travel Included,CxCIDT,2004,2006,2023,11926,,,,,,,23.38,"21.52 (20.34, 22.75)","1.68 (1.58, 1.79)",10977.08223,5726.768734,5716,51000988,44811720.67,21.52327369,20.34248997,22.74840584,12.77962249,12.37898433,13.18738811,12.75559143,1.68,1.58,1.79,68.47,57.82,79.47875
MUENCHEN,Travel Included,CxCIDT,2006,2008,2023,134,,,,,,,0.26,"0.27 (0.22, 0.37)","0.69 (0.52, 0.95)",139.8084473,182.0383038,188,51000988,45830891.67,0.2741289,0.218440133,0.365273579,0.397195641,0.342504214,0.469864424,0.410203671,0.69,0.52,0.95,-30.88,-48.32,-4.72875
LISTERIA,Travel Included,CxCIDT,2006,2008,2023,163,,,,,,,0.32,"0.3 (0.26, 0.34)","1.09 (0.93, 1.27)",152.6460882,126.156946,122,51000988,45830891.67,0.299300257,0.261975401,0.342951916,0.275266183,0.255549793,0.296242887,0.266195999,1.09,0.93,1.27,8.82,-6.69875,26.8425
BRAENDERUP,Travel Included,CxCIDT,2006,2008,2023,165,,,,,,,0.32,"0.31 (0.26, 0.39)","1.37 (1.07, 1.75)",158.7798519,104.1671779,100,51000988,45830891.67,0.311327012,0.256408627,0.386361936,0.227285951,0.201712921,0.260280829,0.218193442,1.37,1.07,1.75,37,7.44,75.15625
ORANIENBURG,Travel Included,CxCIDT,2006,2008,2023,132,,,,,,,0.26,"0.33 (0.28, 0.4)","1.5 (1.22, 1.87)",167.1716245,100.1002996,96,51000988,45830891.67,0.327781149,0.275316938,0.399863368,0.218412289,0.198156713,0.241453616,0.209465704,1.5,1.22,1.87,50.21,22.2925,87.14
SAINTPAUL,Travel Included,CxCIDT,2006,2008,2023,147,,,,,,,0.29,"0.33 (0.27, 0.42)","0.86 (0.66, 1.14)",167.8748582,175.5383258,217.3333333,51000988,45830891.67,0.329160012,0.265049142,0.420119007,0.383013115,0.338378167,0.438683988,0.47420708,0.86,0.66,1.14,-14.03,-34.12,14.14875
INFANTIS,Travel Included,CxCIDT,2006,2008,2023,190,,,,,,,0.37,"0.44 (0.37, 0.53)","2.01 (1.65, 2.48)",224.8904673,100.6118828,90.33333333,51000988,45830891.67,0.440953158,0.370530579,0.529918295,0.21952853,0.19574875,0.244989236,0.197101409,2.01,1.65,2.48,100.97,64.7225,148.345
"I 4,[5],12:i:-",Travel Included,CxCIDT,2006,2008,2023,279,,,,,,,0.55,"0.56 (0.47, 0.68)","0.91 (0.74, 1.12)",286.0909161,283.874136,309.6666667,51000988,45830891.67,0.560951714,0.471806747,0.678519032,0.619394748,0.563299672,0.681349805,0.675672359,0.91,0.74,1.12,-9.41,-26.05875,12.2675
STEC O157,Travel Included,CxCIDT,2006,2008,2023,298,,,,,,,0.58,"0.61 (0.53, 0.69)","0.53 (0.46, 0.61)",309.7838624,526.0541691,552,51000988,45830891.67,0.607407571,0.533135028,0.689161792,1.147815698,1.068902573,1.226119917,1.2044278,0.53,0.46,0.61,-47.01,-54.16,-38.83125
JAVIANA,Travel Included,CxCIDT,2006,2008,2023,324,,,,,,,0.64,"0.73 (0.58, 0.97)","0.78 (0.58, 1.08)",369.8709769,426.4831583,365.3333333,51000988,45830891.67,0.72522316,0.576552622,0.965454011,0.930558282,0.7814637,1.139019857,0.797133375,0.78,0.58,1.08,-22.095,-41.9575,8.13875
VIBRIO,Travel Included,CxCIDT,2006,2008,2023,567,,,,,,,1.11,"1.15 (1.01, 1.31)","3.76 (3.22, 4.4)",584.5307046,139.8301292,134,51000988,45830891.67,1.146116433,1.00925726,1.305618713,0.305100172,0.281390426,0.330897595,0.292379212,3.76,3.22,4.4,275.735,222.1125,340.2575
TYPHIMURIUM,Travel Included,CxCIDT,2006,2008,2023,541,,,,,,,1.06,"1.21 (1.09, 1.35)","0.5 (0.45, 0.57)",615.3027188,1098.414633,1099,51000988,45830891.67,1.206452547,1.091948374,1.345195851,2.396668695,2.277334144,2.523519079,2.397945927,0.5,0.45,0.57,-49.65,-55,-43.19125
NEWPORT,Travel Included,CxCIDT,2006,2008,2023,566,,,,,,,1.11,"1.26 (1.02, 1.64)","0.8 (0.62, 1.08)",642.347477,718.1613177,637.6666667,51000988,45830891.67,1.259480457,1.022228145,1.636265998,1.566980898,1.362964522,1.826639169,1.391346848,0.8,0.62,1.08,-19.68,-37.75,8.31
CYCLOSPORA,Travel Included,CxCIDT,2006,2008,2023,523,,,,,,,1.03,"1.56 (1, 2.97)","25.2 (14.14, 51.08)",795.3901966,28.58839846,24.33333333,51000988,45830891.67,1.559558408,0.995372736,2.974198681,0.062378011,0.046442623,0.085991723,0.053093738,25.2,14.14,51.07625,2420.26,1313.5675,5007.59625
STEC NONO157,Travel Included,CxCIDT,2006,2008,2023,1112,,,,,,,2.18,"2.11 (1.83, 2.46)","4.25 (3.58, 5.09)",1074.154254,227.5167456,239.3333333,51000988,45830891.67,2.10614401,1.82884799,2.46418806,0.496426618,0.451056921,0.546658935,0.522209638,4.25,3.58,5.09,324.675,257.86125,409.11125
YERSINIA,Travel Included,CxCIDT,2006,2008,2023,1437,,,,,,,2.82,"2.59 (2.28, 2.97)","7.45 (6.36, 8.77)",1321.482153,159.5246751,164.3333333,51000988,45830891.67,2.591091281,2.278459294,2.969089198,0.348072379,0.31824432,0.380957155,0.358564556,7.45,6.36,8.77,644.565,536.22,776.90875
ENTERITIDIS,Travel Included,CxCIDT,2006,2008,2023,1597,,,,,,,3.13,"2.72 (2.47, 3)","1.06 (0.95, 1.19)",1384.980779,1174.77952,1189,51000988,45830891.67,2.715595979,2.465996433,3.002258535,2.56329187,2.424038658,2.71582903,2.594320025,1.06,0.95,1.19,5.94,-5.46,18.95
SHIGELLA,Travel Included,CxCIDT,2006,2008,2023,3186,,,,,,,6.25,"5.44 (4.49, 6.69)","1.01 (0.79, 1.3)",2774.083956,2468.570996,2892.333333,51000988,45830891.67,5.439274932,4.489027726,6.685350682,5.386260023,4.77168482,6.213300759,6.310881652,1.01,0.79,1.3,0.85,-21.23875,29.53875
STEC,Travel Included,CxCIDT,2006,2008,2023,3350,,,,,,,6.57,"6.29 (5.62, 7.07)","3.82 (3.35, 4.37)",3209.52898,753.5863171,814,51000988,45830891.67,6.293072166,5.624920005,7.074705959,1.644275923,1.534041152,1.768610257,1.776094617,3.82,3.35,4.37,282.41,235.45375,337.44375
SALMONELLA,Travel Included,CxCIDT,2006,2008,2023,8454,,,,,,,16.58,"15.79 (14.89, 16.75)","1.02 (0.95, 1.09)",8053.867911,7094.910777,6992,51000988,45830891.67,15.79159194,14.88742124,16.75365628,15.48063003,14.92533207,16.04047768,15.25608546,1.02,0.95,1.09,1.98,-4.67,9.3
CAMPYLOBACTER,Travel Included,CxCIDT,2006,2008,2023,11926,,,,,,,23.38,"21.52 (20.34, 22.75)","1.68 (1.57, 1.8)",10977.08223,5865.492802,5833.333333,51000988,45830891.67,21.52327369,20.34248997,22.74840584,12.79812063,12.39875189,13.22222754,12.72795078,1.68,1.57,1.8,68.19,57.3025,79.65875
CAMPYLOBACTER,Travel Included,CxCIDT,2016,2018,2023,11926,,,,,,,23.38,"21.52 (20.34, 22.75)","1.19 (1.11, 1.26)",10977.08223,9015.834624,9325.666667,51000988,49658365,21.52,20.34,22.75,18.16,17.56,18.76,18.77964904,1.2,1.1,1.3,18.585,11.34,26.03
SALMONELLA,Travel Included,CxCIDT,2016,2018,2023,8454,,,,,,,16.58,"15.79 (14.89, 16.75)","0.97 (0.91, 1.04)",8053.867911,8068.148664,8430.333333,51000988,49658365,15.79,14.89,16.75,16.25,15.71,16.85,16.97666311,1,0.9,1,-2.78,-9.22,3.88
STEC,Travel Included,CxCIDT,2016,2018,2023,3350,,,,,,,6.57,"6.29 (5.62, 7.07)","1.33 (1.16, 1.52)",3209.52898,2355.442968,2651,51000988,49658365,6.29,5.62,7.07,4.74,4.44,5.08,5.338476206,1.3,1.2,1.5,32.76,15.91125,52.14875
SHIGELLA,Travel Included,CxCIDT,2016,2018,2023,3186,,,,,,,6.25,"5.44 (4.49, 6.69)","1.13 (0.91, 1.4)",2774.083956,2394.806253,2511,51000988,49658365,5.44,4.49,6.69,4.82,4.31,5.46,5.056549888,1.1,0.9,1.4,12.65,-9.27,40.5
ENTERITIDIS,Travel Included,CxCIDT,2016,2018,2023,1597,,,,,,,3.13,"2.72 (2.47, 3)","1.04 (0.93, 1.16)",1384.980779,1299.853344,1344.666667,51000988,49658365,2.72,2.47,3,2.62,2.48,2.77,2.707835159,1,0.9,1.2,3.67,-7.00875,16.1975
YERSINIA,Travel Included,CxCIDT,2016,2018,2023,1437,,,,,,,2.82,"2.59 (2.28, 2.97)","3.43 (2.94, 4.06)",1321.482153,374.3531562,431,51000988,49658365,2.59,2.28,2.97,0.75,0.69,0.82,0.867930307,3.4,2.9,4.1,243.485,193.645,306.37875
STEC NONO157,Travel Included,CxCIDT,2016,2018,2023,1112,,,,,,,2.18,"2.11 (1.83, 2.46)","1.03 (0.87, 1.23)",1074.154254,1018.927951,1040,51000988,49658365,2.11,1.83,2.46,2.05,1.9,2.23,2.094309791,1,0.9,1.2,2.63,-12.91875,22.77
CYCLOSPORA,Travel Included,CxCIDT,2016,2018,2023,523,,,,,,,1.03,"1.56 (1, 2.97)","4.75 (2.76, 9.5)",795.3901966,163.0738215,184.3333333,51000988,49658365,1.56,1,2.97,0.33,0.26,0.43,0.371202985,4.8,2.8,9.5,375.005,176.14625,849.67875
NEWPORT,Travel Included,CxCIDT,2016,2018,2023,566,,,,,,,1.11,"1.26 (1.02, 1.64)","0.8 (0.62, 1.07)",642.347477,782.6745567,802.3333333,51000988,49658365,1.26,1.02,1.64,1.58,1.4,1.8,1.615706303,0.8,0.6,1.1,-20.13,-37.95875,7.12375
TYPHIMURIUM,Travel Included,CxCIDT,2016,2018,2023,541,,,,,,,1.06,"1.21 (1.09, 1.35)","0.84 (0.75, 0.94)",615.3027188,714.9326777,745,51000988,49658365,1.21,1.09,1.35,1.44,1.37,1.52,1.500250763,0.8,0.8,0.9,-16.19,-25.02875,-5.64125
VIBRIO,Travel Included,CxCIDT,2016,2018,2023,567,,,,,,,1.11,"1.15 (1.01, 1.31)","1.69 (1.47, 1.94)",584.5307046,337.196892,391.3333333,51000988,49658365,1.15,1.01,1.31,0.68,0.63,0.73,0.788051184,1.7,1.5,1.9,68.755,47.05125,93.77625
