pathogen,travel,culture,startyear,endyear,yearn,count_median,,,,,,,inc,Est IR,IRR,.value_median,ref_value_median,ref_count_median,population_median,ref_pop_median,pinc_median,pinc_LL,pinc_UL,ref.est.ir_median,ref.est.ir_LL,ref.est.ir_UL,ref.ir_median,rr_median,rr_LL,rr_UL,pct.change_median,pct.change_LL,pct.change_UL
YERSINIA,Travel Included,CxCIDT,2004,2006,2002,169,,,,,,,0.45,"0.42 (0.38, 0.47)","1.16 (1.04, 1.28)",160.8186896,164.7442276,167,37860565,44811720.67,0.424765689,0.381352485,0.471275609,0.367636469,0.335341465,0.403015394,0.372670358,1.16,1.04,1.28,15.615,3.72,28.36
YERSINIA,Travel Included,CxCIDT,2006,2008,2002,169,,,,,,,0.45,"0.42 (0.38, 0.47)","1.22 (1.07, 1.39)",160.8186896,159.5246751,164.3333333,37860565,45830891.67,0.424765689,0.381352485,0.471275609,0.348072379,0.31824432,0.380957155,0.358564556,1.22,1.07,1.39,22.12,6.59125,39.07
JAVIANA,Travel Included,CxCIDT,2016,2018,2002,346,,,,,,,0.91,"0.81 (0.66, 1.01)","0.66 (0.51, 0.86)",307.4546696,614.1962971,626.6666667,37860565,49658365,0.812071002,0.661149068,1.013768026,1.236843575,1.073583772,1.446649795,1.261955899,0.66,0.51,0.86,-34.29,-49.48,-14.1825
JAVIANA,Travel Included,CxCIDT,2020,2022,2002,346,,,,,,,0.91,"0.81 (0.66, 1.01)","0.86 (0.67, 1.12)",307.4546696,478.9866581,472,37860565,50884081.67,0.812071002,0.661149068,1.013768026,0.94132908,0.817809864,1.108984439,0.927598543,0.86,0.67,1.12,-13.91,-33.38,12.34875
JAVIANA,Travel Included,CxCIDT,2004,2006,2002,346,,,,,,,0.91,"0.81 (0.66, 1.01)","0.98 (0.75, 1.27)",307.4546696,372.5440346,351,37860565,44811720.67,0.812071002,0.661149068,1.013768026,0.831354005,0.701931115,1.005494437,0.78327722,0.98,0.75,1.27,-2.39,-24.68,27.0975
JAVIANA,Travel Included,CxCIDT,2006,2008,2002,346,,,,,,,0.91,"0.81 (0.66, 1.01)","0.87 (0.64, 1.19)",307.4546696,426.4831583,365.3333333,37860565,45830891.67,0.812071002,0.661149068,1.013768026,0.930558282,0.7814637,1.139019857,0.797133375,0.87,0.64,1.19,-12.71,-35.94,18.53
STEC O157,Travel Included,CxCIDT,2016,2018,2002,641,,,,,,,1.69,"1.46 (1.35, 1.58)","1.74 (1.55, 1.93)",552.3630725,417.3476494,460,37860565,49658365,1.458940384,1.347045718,1.579964985,0.840437758,0.783198397,0.904642028,0.92632933,1.74,1.55,1.93,73.655,54.85125,93.30875
STEC O157,Travel Included,CxCIDT,2020,2022,2002,641,,,,,,,1.69,"1.46 (1.35, 1.58)","2.17 (1.92, 2.44)",552.3630725,342.4754259,298.3333333,37860565,50884081.67,1.458940384,1.347045718,1.579964985,0.673050224,0.616210673,0.736636068,0.586299926,2.17,1.92,2.44,116.81,92.0425,144.405
STEC O157,Travel Included,CxCIDT,2004,2006,2002,641,,,,,,,1.69,"1.46 (1.35, 1.58)","1.19 (1.13, 1.28)",552.3630725,546.8497118,488.3333333,37860565,44811720.67,1.458940384,1.347045718,1.579964985,1.220327414,1.131205052,1.308812759,1.089744661,1.19,1.13,1.28,19.455,13.15,27.51
STEC O157,Travel Included,CxCIDT,2006,2008,2002,641,,,,,,,1.69,"1.46 (1.35, 1.58)","1.27 (1.18, 1.38)",552.3630725,526.0541691,552,37860565,45830891.67,1.458940384,1.347045718,1.579964985,1.147815698,1.068902573,1.226119917,1.2044278,1.27,1.18,1.38,27.11,17.73,38.35
NEWPORT,Travel Included,CxCIDT,2016,2018,2002,831,,,,,,,2.19,"1.58 (1.36, 1.88)","1 (0.82, 1.25)",598.9826015,782.6745567,802.3333333,37860565,49658365,1.582075179,1.360676641,1.884519491,1.576118257,1.398120615,1.802398631,1.615706303,1,0.82,1.25,0.48,-17.95,24.75375
NEWPORT,Travel Included,CxCIDT,2020,2022,2002,831,,,,,,,2.19,"1.58 (1.36, 1.88)","1.14 (0.93, 1.41)",598.9826015,706.5282684,710.6666667,37860565,50884081.67,1.582075179,1.360676641,1.884519491,1.388505492,1.226073147,1.597426044,1.396638484,1.14,0.93,1.41,14.13,-7.49875,40.5
NEWPORT,Travel Included,CxCIDT,2004,2006,2002,831,,,,,,,2.19,"1.58 (1.36, 1.88)","1.04 (0.87, 1.28)",598.9826015,680.3356077,573,37860565,44811720.67,1.582075179,1.360676641,1.884519491,1.51820907,1.319076574,1.776681204,1.278683325,1.04,0.87,1.28,3.96,-13.10625,28.14875
NEWPORT,Travel Included,CxCIDT,2006,2008,2002,831,,,,,,,2.19,"1.58 (1.36, 1.88)","1.01 (0.81, 1.28)",598.9826015,718.1613177,637.6666667,37860565,45830891.67,1.582075179,1.360676641,1.884519491,1.566980898,1.362964522,1.826639169,1.391346848,1.01,0.81,1.28,0.92,-18.69875,27.97875
STEC,Travel Included,CxCIDT,2016,2018,2002,699,,,,,,,1.85,"1.62 (1.5, 1.76)","0.34 (0.31, 0.38)",613.6137384,2355.442968,2651,37860565,49658365,1.620719972,1.497829193,1.761357426,4.743295452,4.435733456,5.083695389,5.338476206,0.34,0.31,0.38,-65.85,-69.3,-61.93
STEC,Travel Included,CxCIDT,2020,2022,2002,699,,,,,,,1.85,"1.62 (1.5, 1.76)","0.29 (0.26, 0.32)",613.6137384,2867.391457,2436.333333,37860565,50884081.67,1.620719972,1.497829193,1.761357426,5.635144357,5.249017702,6.072671987,4.788006885,0.29,0.26,0.32,-71.26,-74.16,-67.99
STEC,Travel Included,CxCIDT,2004,2006,2002,699,,,,,,,1.85,"1.62 (1.5, 1.76)","1.06 (0.98, 1.15)",613.6137384,684.4798032,650,37860565,44811720.67,1.620719972,1.497829193,1.761357426,1.527457087,1.419703744,1.645568552,1.450513371,1.06,0.98,1.15,6.04,-1.51875,14.86875
STEC,Travel Included,CxCIDT,2006,2008,2002,699,,,,,,,1.85,"1.62 (1.5, 1.76)","0.99 (0.89, 1.09)",613.6137384,753.5863171,814,37860565,45830891.67,1.620719972,1.497829193,1.761357426,1.644275923,1.534041152,1.768610257,1.776094617,0.99,0.89,1.09,-1.46,-10.51,8.90875
ENTERITIDIS,Travel Included,CxCIDT,2016,2018,2002,882,,,,,,,2.33,"2.16 (2.01, 2.32)","0.83 (0.76, 0.9)",818.7485847,1299.853344,1344.666667,37860565,49658365,2.162536625,2.013893021,2.324686657,2.617591908,2.479543084,2.7670113,2.707835159,0.83,0.76,0.9,-17.41,-24.43,-9.64
ENTERITIDIS,Travel Included,CxCIDT,2020,2022,2002,882,,,,,,,2.33,"2.16 (2.01, 2.32)","0.87 (0.79, 0.96)",818.7485847,1260.048013,1060.333333,37860565,50884081.67,2.162536625,2.013893021,2.324686657,2.476310806,2.323405348,2.643921725,2.083821302,0.87,0.79,0.96,-12.61,-20.57,-4.15
ENTERITIDIS,Travel Included,CxCIDT,2004,2006,2002,882,,,,,,,2.33,"2.16 (2.01, 2.32)","0.93 (0.88, 0.99)",818.7485847,1039.021578,1028.333333,37860565,44811720.67,2.162536625,2.013893021,2.324686657,2.318637986,2.18392842,2.458774556,2.294786538,0.93,0.88,0.99,-6.73,-12.44875,-0.51125
ENTERITIDIS,Travel Included,CxCIDT,2006,2008,2002,882,,,,,,,2.33,"2.16 (2.01, 2.32)","0.84 (0.77, 0.92)",818.7485847,1174.77952,1189,37860565,45830891.67,2.162536625,2.013893021,2.324686657,2.56329187,2.424038658,2.71582903,2.594320025,0.84,0.77,0.92,-15.59,-22.51,-8.36
TYPHIMURIUM,Travel Included,CxCIDT,2016,2018,2002,1188,,,,,,,3.14,"3.05 (2.89, 3.22)","2.12 (1.96, 2.28)",1154.61758,714.9326777,745,37860565,49658365,3.049657553,2.894345114,3.215554278,1.43970241,1.369735419,1.516925264,1.500250763,2.12,1.96,2.28,111.7,96.3125,128.14875
TYPHIMURIUM,Travel Included,CxCIDT,2020,2022,2002,1188,,,,,,,3.14,"3.05 (2.89, 3.22)","2.52 (2.32, 2.72)",1154.61758,616.4542148,604.6666667,37860565,50884081.67,3.049657553,2.894345114,3.215554278,1.211487354,1.140530807,1.286296259,1.188321862,2.52,2.32,2.72,151.79,132.0025,172.34875
TYPHIMURIUM,Travel Included,CxCIDT,2004,2006,2002,1188,,,,,,,3.14,"3.05 (2.89, 3.22)","1.16 (1.11, 1.22)",1154.61758,1173.841331,1178.666667,37860565,44811720.67,3.049657553,2.894345114,3.215554278,2.619496224,2.489768565,2.757188362,2.630264246,1.16,1.11,1.22,16.42,10.93,22.17
TYPHIMURIUM,Travel Included,CxCIDT,2006,2008,2002,1188,,,,,,,3.14,"3.05 (2.89, 3.22)","1.27 (1.19, 1.35)",1154.61758,1098.414633,1099,37860565,45830891.67,3.049657553,2.894345114,3.215554278,2.396668695,2.277334144,2.523519079,2.397945927,1.27,1.19125,1.35,27.26,19.5,35.23875
SHIGELLA,Travel Included,CxCIDT,2016,2018,2002,4113,,,,,,,10.86,"7.03 (6.1, 8.16)","1.46 (1.2, 1.75)",2662.156737,2394.806253,2511,37860565,49658365,7.031476516,6.102494906,8.163496319,4.822563636,4.313639513,5.459670246,5.056549888,1.46,1.2,1.75,45.86,20.4425,75.32875
SHIGELLA,Travel Included,CxCIDT,2020,2022,2002,4113,,,,,,,10.86,"7.03 (6.1, 8.16)","1.45 (1.19, 1.77)",2662.156737,2468.530203,1941.666667,37860565,50884081.67,7.031476516,6.102494906,8.163496319,4.85128182,4.249633006,5.599482797,3.815862649,1.45,1.19,1.77,44.91,18.66125,77.27625
SHIGELLA,Travel Included,CxCIDT,2004,2006,2002,4113,,,,,,,10.86,"7.03 (6.1, 8.16)","1.19 (1.04, 1.36)",2662.156737,2646.656624,2369.333333,37860565,44811720.67,7.031476516,6.102494906,8.163496319,5.906170495,5.245577308,6.748881175,5.2873072,1.19,1.04,1.36,19.13,3.545,35.62
SHIGELLA,Travel Included,CxCIDT,2006,2008,2002,4113,,,,,,,10.86,"7.03 (6.1, 8.16)","1.31 (1.09, 1.53)",2662.156737,2468.570996,2892.333333,37860565,45830891.67,7.031476516,6.102494906,8.163496319,5.386260023,4.77168482,6.213300759,6.310881652,1.31,1.09,1.53,30.55,8.74375,53.35875
CAMPYLOBACTER,Travel Included,CxCIDT,2016,2018,2002,5064,,,,,,,13.38,"13.38 (12.88, 13.9)","0.74 (0.7, 0.78)",5064.717899,9015.834624,9325.666667,37860565,49658365,13.37729085,12.87898149,13.89502713,18.15572185,17.56334816,18.76345051,18.77964904,0.74,0.7,0.78,-26.33,-29.98,-22.49
CAMPYLOBACTER,Travel Included,CxCIDT,2020,2022,2002,5064,,,,,,,13.38,"13.38 (12.88, 13.9)","0.71 (0.67, 0.75)",5064.717899,9599.077041,8734.333333,37860565,50884081.67,13.37729085,12.87898149,13.89502713,18.86459719,18.22046119,19.55298253,17.16515863,0.71,0.67,0.75,-29.08,-32.61875,-25.43
CAMPYLOBACTER,Travel Included,CxCIDT,2004,2006,2002,5064,,,,,,,13.38,"13.38 (12.88, 13.9)","1.05 (1.01, 1.09)",5064.717899,5726.768734,5716,37860565,44811720.67,13.37729085,12.87898149,13.89502713,12.77962249,12.37898433,13.18738811,12.75559143,1.05,1.01,1.09,4.66,0.65,8.97
CAMPYLOBACTER,Travel Included,CxCIDT,2006,2008,2002,5064,,,,,,,13.38,"13.38 (12.88, 13.9)","1.04 (1, 1.1)",5064.717899,5865.492802,5833.333333,37860565,45830891.67,13.37729085,12.87898149,13.89502713,12.79812063,12.39875189,13.22222754,12.72795078,1.04,1,1.1,4.49,-0.38,9.55875
SALMONELLA,Travel Included,CxCIDT,2016,2018,2002,6149,,,,,,,16.24,"15.12 (14.57, 15.75)","0.93 (0.88, 0.98)",5723.900499,8068.148664,8430.333333,37860565,49658365,15.11837052,14.56515258,15.74998479,16.24731033,15.71433906,16.84755249,16.97666311,0.93,0.88,0.98,-6.935,-11.69,-1.88125
SALMONELLA,Travel Included,CxCIDT,2020,2022,2002,6149,,,,,,,16.24,"15.12 (14.57, 15.75)","0.95 (0.9, 1.01)",5723.900499,8062.725875,7444,37860565,50884081.67,15.11837052,14.56515258,15.74998479,15.8452813,15.25345081,16.49171257,14.62932956,0.95,0.9,1.01,-4.59,-9.74,0.86
SALMONELLA,Travel Included,CxCIDT,2004,2006,2002,6149,,,,,,,16.24,"15.12 (14.57, 15.75)","0.99 (0.96, 1.04)",5723.900499,6806.820516,6563.666667,37860565,44811720.67,15.11837052,14.56515258,15.74998479,15.1898218,14.65519634,15.74200786,14.64720963,0.99,0.96,1.04,-0.56,-3.76,3.84
SALMONELLA,Travel Included,CxCIDT,2006,2008,2002,6149,,,,,,,16.24,"15.12 (14.57, 15.75)","0.98 (0.93, 1.03)",5723.900499,7094.910777,6992,37860565,45830891.67,15.11837052,14.56515258,15.74998479,15.48063003,14.92533207,16.04047768,15.25608546,0.98,0.93,1.03,-2.44,-6.53875,2.91875
CYCLOSPORA,Unknown Travel Included,CxCIDT,2016,2018,2002,42,,,,,,,0.11,"0.07 (0.05, 0.11)","0.28 (0.17, 0.47)",26.22035967,122.6442712,132.3333333,37860565,49658365,0.069255067,0.047052125,0.107311739,0.246976056,0.18917366,0.344725833,0.266487496,0.28,0.17,0.47,-72.03,-83.21,-52.725
CYCLOSPORA,Unknown Travel Included,CxCIDT,2020,2022,2002,42,,,,,,,0.11,"0.07 (0.05, 0.11)","0.08 (0.04, 0.14)",26.22035967,442.9055172,302,37860565,50884081.67,0.069255067,0.047052125,0.107311739,0.870420577,0.624896311,1.377698715,0.593505847,0.08,0.04,0.14,-92.08,-95.56,-86.3
CYCLOSPORA,Unknown Travel Included,CxCIDT,2004,2006,2002,42,,,,,,,0.11,"0.07 (0.05, 0.11)","1.36 (0.95, 1.93)",26.22035967,22.80661739,30.66666667,37860565,44811720.67,0.069255067,0.047052125,0.107311739,0.050894313,0.036322182,0.076324836,0.068434477,1.36,0.95,1.93,35.9,-4.7475,93.05625
CYCLOSPORA,Unknown Travel Included,CxCIDT,2006,2008,2002,42,,,,,,,0.11,"0.07 (0.05, 0.11)","1.54 (0.98, 2.56)",26.22035967,20.44085893,18,37860565,45830891.67,0.069255067,0.047052125,0.107311739,0.044600614,0.031382802,0.066868824,0.03927482,1.54,0.98,2.56,53.97,-2.46375,156.31875
STEC NONO157,Unknown Travel Included,CxCIDT,2016,2018,2002,35,,,,,,,0.09,"0.12 (0.1, 0.15)","0.07 (0.06, 0.09)",47.219362,844.2665735,857,37860565,49658365,0.124719116,0.102309194,0.154534182,1.70014976,1.572923333,1.840420888,1.725791818,0.07,0.06,0.09,-92.66,-94.06,-90.78125
STEC NONO157,Unknown Travel Included,CxCIDT,2020,2022,2002,35,,,,,,,0.09,"0.12 (0.1, 0.15)","0.08 (0.06, 0.09)",47.219362,845.8666361,748.3333333,37860565,50884081.67,0.124719116,0.102309194,0.154534182,1.662340379,1.528893559,1.82029083,1.470662944,0.08,0.06,0.09,-92.5,-93.95,-90.58
STEC NONO157,Unknown Travel Included,CxCIDT,2004,2006,2002,35,,,,,,,0.09,"0.12 (0.1, 0.15)","0.46 (0.37, 0.59)",47.219362,120.6163834,123.3333333,37860565,44811720.67,0.124719116,0.102309194,0.154534182,0.26916258,0.23902689,0.302858236,0.275225614,0.46,0.37,0.59,-53.63,-62.56,-41.36125
STEC NONO157,Unknown Travel Included,CxCIDT,2006,2008,2002,35,,,,,,,0.09,"0.12 (0.1, 0.15)","0.29 (0.23, 0.37)",47.219362,195.7271777,199.3333333,37860565,45830891.67,0.124719116,0.102309194,0.154534182,0.427063866,0.386799749,0.4713088,0.434932261,0.29,0.23,0.37,-70.75,-76.64,-62.88125
BRAENDERUP,Unknown Travel Included,CxCIDT,2016,2018,2002,50,,,,,,,0.13,"0.2 (0.17, 0.23)","0.84 (0.69, 1.03)",75.68530634,117.7029326,131.6666667,37860565,49658365,0.19990538,0.17293783,0.233651297,0.237025389,0.211355101,0.267834715,0.26514499,0.84,0.69,1.03,-15.77,-30.60875,2.77
BRAENDERUP,Unknown Travel Included,CxCIDT,2020,2022,2002,50,,,,,,,0.13,"0.2 (0.17, 0.23)","0.77 (0.63, 0.95)",75.68530634,131.6156051,111,37860565,50884081.67,0.19990538,0.17293783,0.233651297,0.258657719,0.224751954,0.299638891,0.218142878,0.77,0.63,0.95,-22.8,-37.33875,-4.71125
BRAENDERUP,Unknown Travel Included,CxCIDT,2004,2006,2002,50,,,,,,,0.13,"0.2 (0.17, 0.23)","0.99 (0.87, 1.1)",75.68530634,90.90906481,92,37860565,44811720.67,0.19990538,0.17293783,0.233651297,0.202868945,0.177386537,0.236476414,0.205303431,0.99,0.87,1.1,-1.49,-12.83,10.12875
BRAENDERUP,Unknown Travel Included,CxCIDT,2006,2008,2002,50,,,,,,,0.13,"0.2 (0.17, 0.23)","0.94 (0.8, 1.1)",75.68530634,97.03602874,94,37860565,45830891.67,0.19990538,0.17293783,0.233651297,0.211726251,0.186774446,0.24416239,0.205101835,0.94,0.8,1.1,-5.6,-19.64875,9.98
INFANTIS,Unknown Travel Included,CxCIDT,2016,2018,2002,85,,,,,,,0.22,"0.2 (0.18, 0.23)","0.56 (0.47, 0.67)",77.33192676,179.4320129,170.6666667,37860565,49658365,0.20425455,0.178921488,0.232483081,0.361332905,0.325587859,0.402549405,0.343681607,0.56,0.47,0.67,-43.54,-52.5,-32.90125
INFANTIS,Unknown Travel Included,CxCIDT,2020,2022,2002,85,,,,,,,0.22,"0.2 (0.18, 0.23)","0.51 (0.43, 0.61)",77.33192676,202.4573155,192,37860565,50884081.67,0.20425455,0.178921488,0.232483081,0.397879472,0.355441737,0.448140679,0.377328221,0.51,0.43,0.61,-48.71,-57.08,-39.09
INFANTIS,Unknown Travel Included,CxCIDT,2004,2006,2002,85,,,,,,,0.22,"0.2 (0.18, 0.23)","1.05 (0.94, 1.18)",77.33192676,87.00342612,82.66666667,37860565,44811720.67,0.20425455,0.178921488,0.232483081,0.194153281,0.170934518,0.219095472,0.184475547,1.05,0.94,1.18,4.99,-5.51,18.35625
INFANTIS,Unknown Travel Included,CxCIDT,2006,2008,2002,85,,,,,,,0.22,"0.2 (0.18, 0.23)","1 (0.87, 1.16)",77.33192676,93.4053289,82,37860565,45830891.67,0.20425455,0.178921488,0.232483081,0.203804302,0.180573954,0.228736292,0.178918622,1,0.87,1.16,0.06,-12.67875,15.87875
"I 4,[5],12:i:-",Unknown Travel Included,CxCIDT,2016,2018,2002,74,,,,,,,0.2,"0.21 (0.18, 0.24)","0.26 (0.21, 0.31)",77.65883877,396.6752837,406,37860565,49658365,0.205118013,0.17592639,0.240538269,0.798808587,0.72711073,0.880666437,0.817586322,0.26,0.21,0.31,-74.33,-78.60875,-69.21
"I 4,[5],12:i:-",Unknown Travel Included,CxCIDT,2020,2022,2002,74,,,,,,,0.2,"0.21 (0.18, 0.24)","0.35 (0.29, 0.43)",77.65883877,295.1218378,277.6666667,37860565,50884081.67,0.205118013,0.17592639,0.240538269,0.579988531,0.522638539,0.648978137,0.545684736,0.35,0.29,0.43,-64.69,-70.68,-57.14
"I 4,[5],12:i:-",Unknown Travel Included,CxCIDT,2004,2006,2002,74,,,,,,,0.2,"0.21 (0.18, 0.24)","0.43 (0.36, 0.5)",77.65883877,215.6819542,233.6666667,37860565,44811720.67,0.205118013,0.17592639,0.240538269,0.481307013,0.430758005,0.538005117,0.521440961,0.43,0.36,0.5,-57.31,-63.6,-50.16
"I 4,[5],12:i:-",Unknown Travel Included,CxCIDT,2006,2008,2002,74,,,,,,,0.2,"0.21 (0.18, 0.24)","0.34 (0.29, 0.41)",77.65883877,274.4446481,301,37860565,45830891.67,0.205118013,0.17592639,0.240538269,0.598820224,0.543315477,0.661812003,0.65676226,0.34,0.29,0.41,-65.74,-71.27,-59.09
MISSISSIPPI,Unknown Travel Included,CxCIDT,2016,2018,2002,77,,,,,,,0.2,"0.22 (0.18, 0.28)","1.47 (1.13, 1.91)",83.71437856,74.64892842,70.33333333,37860565,49658365,0.221112333,0.179312582,0.278976729,0.150324982,0.130605877,0.177366396,0.141634412,1.47,1.13,1.91,47,12.74375,91.3325
MISSISSIPPI,Unknown Travel Included,CxCIDT,2020,2022,2002,77,,,,,,,0.2,"0.22 (0.18, 0.28)","0.79 (0.61, 1.06)",83.71437856,142.4036205,141.6666667,37860565,50884081.67,0.221112333,0.179312582,0.278976729,0.279858879,0.236970412,0.329906493,0.27841058,0.79,0.61,1.06,-20.98,-39.12875,5.7875
MISSISSIPPI,Unknown Travel Included,CxCIDT,2004,2006,2002,77,,,,,,,0.2,"0.22 (0.18, 0.28)","0.81 (0.62, 1.07)",83.71437856,122.7185488,144.3333333,37860565,44811720.67,0.221112333,0.179312582,0.278976729,0.273853686,0.224949781,0.32676612,0.322088354,0.81,0.62,1.07,-19.15,-37.54,7.0925
MISSISSIPPI,Unknown Travel Included,CxCIDT,2006,2008,2002,77,,,,,,,0.2,"0.22 (0.18, 0.28)","1.32 (1.01, 1.76)",83.71437856,76.83419755,73,37860565,45830891.67,0.221112333,0.179312582,0.278976729,0.16764718,0.142550733,0.198485269,0.159281213,1.32,1.01,1.76,31.775,0.54375,75.905
VIBRIO,Unknown Travel Included,CxCIDT,2016,2018,2002,104,,,,,,,0.27,"0.25 (0.22, 0.28)","0.4 (0.35, 0.46)",94.52328335,307.3434269,349.6666667,37860565,49658365,0.249661576,0.224956041,0.277282744,0.618915719,0.57504925,0.667125256,0.704144542,0.4,0.35,0.46,-59.64,-64.55875,-54.22
VIBRIO,Unknown Travel Included,CxCIDT,2020,2022,2002,104,,,,,,,0.27,"0.25 (0.22, 0.28)","0.29 (0.25, 0.33)",94.52328335,441.2895755,397.6666667,37860565,50884081.67,0.249661576,0.224956041,0.277282744,0.867244846,0.798634853,0.94954679,0.781514874,0.29,0.25,0.33,-71.23,-74.94875,-66.98125
VIBRIO,Unknown Travel Included,CxCIDT,2004,2006,2002,104,,,,,,,0.27,"0.25 (0.22, 0.28)","0.95 (0.88, 1.03)",94.52328335,118.0023078,127,37860565,44811720.67,0.249661576,0.224956041,0.277282744,0.263329116,0.242015933,0.287650269,0.283407997,0.95,0.88,1.03,-5.16,-12.43,2.57
VIBRIO,Unknown Travel Included,CxCIDT,2006,2008,2002,104,,,,,,,0.27,"0.25 (0.22, 0.28)","0.86 (0.77, 0.96)",94.52328335,132.9318364,126,37860565,45830891.67,0.249661576,0.224956041,0.277282744,0.290048549,0.267358458,0.315276471,0.274923737,0.86,0.77,0.96,-13.95,-22.55875,-4.03125
SAINTPAUL,Unknown Travel Included,CxCIDT,2016,2018,2002,107,,,,,,,0.28,"0.27 (0.24, 0.31)","0.88 (0.71, 1.06)",102.5492022,153.7934203,151.6666667,37860565,49658365,0.2708602,0.237182446,0.311302679,0.309702948,0.271391125,0.360583417,0.305420178,0.88,0.71,1.06,-12.49,-28.5875,6.05875
SAINTPAUL,Unknown Travel Included,CxCIDT,2020,2022,2002,107,,,,,,,0.28,"0.27 (0.24, 0.31)","0.92 (0.73, 1.14)",102.5492022,150.1420285,135,37860565,50884081.67,0.2708602,0.237182446,0.311302679,0.295066794,0.250284923,0.356419811,0.265308905,0.92,0.73,1.14,-8.26,-27.17,14.27
SAINTPAUL,Unknown Travel Included,CxCIDT,2004,2006,2002,107,,,,,,,0.28,"0.27 (0.24, 0.31)","0.9 (0.8, 1)",102.5492022,135.6745165,108.6666667,37860565,44811720.67,0.2708602,0.237182446,0.311302679,0.302765693,0.266809198,0.347420911,0.242496081,0.9,0.8,1,-10.5,-20.47,-0.35
SAINTPAUL,Unknown Travel Included,CxCIDT,2006,2008,2002,107,,,,,,,0.28,"0.27 (0.24, 0.31)","0.76 (0.65, 0.88)",102.5492022,163.2751476,206.3333333,37860565,45830891.67,0.2708602,0.237182446,0.311302679,0.356255664,0.312365882,0.412007381,0.450205802,0.76,0.65,0.88,-23.94,-35.37,-11.82
LISTERIA,Unknown Travel Included,CxCIDT,2016,2018,2002,93,,,,,,,0.25,"0.31 (0.28, 0.34)","1.2 (1.06, 1.34)",116.5683333,127.9954907,136.3333333,37860565,49658365,0.30788852,0.282246886,0.335789342,0.257752124,0.239588617,0.277399462,0.274542533,1.2,1.06,1.34,19.54,6.39,33.69875
LISTERIA,Unknown Travel Included,CxCIDT,2020,2022,2002,93,,,,,,,0.25,"0.31 (0.28, 0.34)","1.12 (0.99, 1.27)",116.5683333,139.7323986,133.3333333,37860565,50884081.67,0.30788852,0.282246886,0.335789342,0.274609257,0.251682067,0.299510422,0.262033487,1.12,0.99,1.27,12.19,-1.20875,26.65875
LISTERIA,Unknown Travel Included,CxCIDT,2004,2006,2002,93,,,,,,,0.25,"0.31 (0.28, 0.34)","1.11 (1.03, 1.19)",116.5683333,124.5344704,124,37860565,44811720.67,0.30788852,0.282246886,0.335789342,0.277906022,0.257604435,0.300203237,0.27671332,1.11,1.03,1.19,10.84,3.31,18.68875
LISTERIA,Unknown Travel Included,CxCIDT,2006,2008,2002,93,,,,,,,0.25,"0.31 (0.28, 0.34)","1.14 (1.03, 1.25)",116.5683333,124.0671175,118,37860565,45830891.67,0.30788852,0.282246886,0.335789342,0.270706314,0.251327479,0.291325546,0.257468261,1.14,1.03,1.25,13.785,3.39125,24.87875
MUENCHEN,Unknown Travel Included,CxCIDT,2016,2018,2002,128,,,,,,,0.34,"0.35 (0.3, 0.43)","1.15 (0.91, 1.47)",134.3329832,153.8792285,153,37860565,49658365,0.354809769,0.304557458,0.429752914,0.309875745,0.267641742,0.363358794,0.30810519,1.15,0.91,1.47,14.735,-8.62625,46.72
MUENCHEN,Unknown Travel Included,CxCIDT,2020,2022,2002,128,,,,,,,0.34,"0.35 (0.3, 0.43)","1.29 (1.01, 1.66)",134.3329832,139.8747204,137.3333333,37860565,50884081.67,0.354809769,0.304557458,0.429752914,0.274888955,0.234871906,0.32958907,0.269894491,1.29,1.01,1.66,29.16,1.35,66.28625
MUENCHEN,Unknown Travel Included,CxCIDT,2004,2006,2002,128,,,,,,,0.34,"0.35 (0.3, 0.43)","0.95 (0.81, 1.13)",134.3329832,167.4007785,151.3333333,37860565,44811720.67,0.354809769,0.304557458,0.429752914,0.373564719,0.32196193,0.44462347,0.337709267,0.95,0.81,1.13,-5.11,-18.51875,13.02
MUENCHEN,Unknown Travel Included,CxCIDT,2006,2008,2002,128,,,,,,,0.34,"0.35 (0.3, 0.43)","0.91 (0.75, 1.14)",134.3329832,177.6988336,181.3333333,37860565,45830891.67,0.354809769,0.304557458,0.429752914,0.387727201,0.334870596,0.46110735,0.395657441,0.91,0.75,1.14,-8.55,-25.03875,13.87625
YERSINIA,Unknown Travel Included,CxCIDT,2016,2018,2002,169,,,,,,,0.45,"0.42 (0.38, 0.47)","0.59 (0.51, 0.67)",159.5350227,355.7469742,407.3333333,37860565,49658365,0.421375177,0.380412717,0.468081323,0.716388818,0.660733059,0.779003509,0.820271335,0.59,0.51,0.67,-41.2,-48.59,-32.68
YERSINIA,Unknown Travel Included,CxCIDT,2020,2022,2002,169,,,,,,,0.45,"0.42 (0.38, 0.47)","0.27 (0.24, 0.31)",159.5350227,796.489208,699.6666667,37860565,50884081.67,0.421375177,0.380412717,0.468081323,1.565301332,1.442972094,1.705840771,1.375020721,0.27,0.24,0.31,-73.07,-76.35,-69.30125
YERSINIA,Unknown Travel Included,CxCIDT,2004,2006,2002,169,,,,,,,0.45,"0.42 (0.38, 0.47)","1.17 (1.05, 1.3)",159.5350227,160.8988158,163,37860565,44811720.67,0.421375177,0.380412717,0.468081323,0.359055206,0.327653111,0.39444946,0.363744122,1.17,1.05,1.3,17.44,5.49,30.2
